split,scenario_id,net_id,demand_node,truth,sigma,pred_surrogate_ensemble,pred_surrogate_single,pred_mlp_no_message_passing,pred_tabular_gbt,pred_tabular_gbt_l1,pred_tabular_ridge,pred_retrieval_knn,pred_topology_heuristic,pred_constant_zero,pred_constant_train_mean
shift_size,4867,18,102,0,0.0772604,0.00949373,0.0102675,0.00539799,0.045421,0,0,0,0,0,0.0127829
shift_size,4867,18,103,0,0.0682392,0.0078731,0.0071877,0.00539625,0.0189054,0,0,0,0,0,0.0127829
shift_size,4867,18,104,0,0.0270365,0.00372614,0.00329466,0.00539171,0,0,0,0,0,0,0.0127829
shift_size,4867,18,105,0,0.0862929,0.0108515,0.0110004,0.00539933,0.0745345,0,0,0,0,0,0.0127829
shift_size,4867,18,106,0,0.0268446,0.00372554,0.00330843,0.00539093,0.00715771,0,0,0,0.00157293,0,0.0127829
shift_size,4867,18,107,0,0.0268709,0.00372401,0.00331248,0.00539055,0.00503069,0,0,0,0.00157293,0,0.0127829
shift_size,4868,18,92,0,0.0268834,0.00371961,0.00331985,0.00539079,0,0,0,0,0.0048876,0,0.0127829
shift_size,4868,18,93,0,0.0269059,0.00372303,0.00332536,0.00539062,0.000879792,0,0,0,0.0048876,0,0.0127829
shift_size,4868,18,94,0,0.0373766,0.00472366,0.0037891,0.0053949,0,0,0,0,0.0048876,0,0.0127829
shift_size,4868,18,95,0,0.052353,0.00596003,0.00597589,0.00539288,0.0351474,0,0,0,0.0048876,0,0.0127829
shift_size,4868,18,96,0,0.0268814,0.00372236,0.00330952,0.00539188,0,0,0,0,0.0048876,0,0.0127829
shift_size,4868,18,97,0,0.0858116,0.0107017,0.0105617,0.0053986,0.0417997,0,0,0,0,0,0.0127829
shift_size,4868,18,98,0,0.0268747,0.00372083,0.00331571,0.00539141,0,0,0,0,0.0048876,0,0.0127829
shift_size,4868,18,99,0,0.0268619,0.00371989,0.00331235,0.00539188,0,0,0,0,0.0048876,0,0.0127829
shift_size,4868,18,100,0,0.0593996,0.00670401,0.00635109,0.00539411,0.0347564,0,0,0,0.0048876,0,0.0127829
shift_size,4868,18,101,0,0.0273352,0.00375752,0.00333556,0.00539382,0.000161624,0,0,0,0.0048876,0,0.0127829
shift_size,4868,18,102,0,0.0771453,0.00947827,0.0102468,0.00539799,0.0420448,0,0,0,0,0,0.0127829
shift_size,4868,18,103,0,0.0682452,0.00787398,0.00718716,0.00539625,0.0415317,0,0,0,0.0048876,0,0.0127829
shift_size,4868,18,104,0,0.027035,0.00372585,0.0032947,0.00539171,0,0,0,0,0.0048876,0,0.0127829
shift_size,4868,18,105,0,0.0862522,0.0108463,0.0109929,0.00539933,0.0434756,0,0,0,0.0048876,0,0.0127829
shift_size,4868,18,106,0,0.0268639,0.00371651,0.00331492,0.00539093,0,0,0,0,0.0048876,0,0.0127829
shift_size,4868,18,107,0,0.0268914,0.00372009,0.00332367,0.00539055,0,0,0,0,0.0048876,0,0.0127829
shift_size,4870,18,92,0,0.0684618,0.00913471,0.00560555,0.0130485,0,0,0,0,0.0226042,0,0.0127829
shift_size,4870,18,93,0,0.0269032,0.00372327,0.00332651,0.00539062,0,0,0,0,0.0226042,0,0.0127829
shift_size,4870,18,94,0,0.147722,0.0273436,0.0269769,0.0132624,0,0,0.0107921,0,0.0226042,0,0.0127829
shift_size,4870,18,95,0,0.0541491,0.00612447,0.00636405,0.00539288,0,0,0,0.00127796,0.0226042,0,0.0127829
shift_size,4870,18,96,0,0.0268635,0.00373257,0.00330972,0.00539188,0.00454781,0,0,0,0.0226042,0,0.0127829
shift_size,4870,18,97,0,0.133108,0.0198297,0.0132718,0.0053986,0.108709,0,0,0.0591463,0.0226042,0,0.0127829
shift_size,4870,18,98,0,0.026875,0.00372248,0.00331885,0.00539141,0,0,0,0,0.0226042,0,0.0127829
shift_size,4870,18,99,0,0.0692431,0.00931057,0.00544477,0.0129575,0,0,0,0,0.0226042,0,0.0127829
shift_size,4870,18,100,0,0.0596847,0.00673816,0.00635729,0.00539411,0.0077675,0,0,0.00127494,0.0226042,0,0.0127829
shift_size,4870,18,101,0,0.0273635,0.00376276,0.0033362,0.00539382,0,0,0,0,0.0226042,0,0.0127829
shift_size,4870,18,102,0,0.110457,0.0147785,0.0112996,0.0134384,0.0407548,0,0.0245315,0.012587,0.0226042,0,0.0127829
shift_size,4870,18,103,0,0.0683991,0.00789241,0.00719513,0.00539625,0.0293801,0,0,0.00127392,0.0226042,0,0.0127829
shift_size,4870,18,104,0,0.0270502,0.00372913,0.00329469,0.00539171,0,0,0,0.0012732,0.0226042,0,0.0127829
shift_size,4870,18,105,0,0.0877808,0.0110569,0.0110593,0.00539933,0.113918,0,0.000260388,0.0888915,0.0226042,0,0.0127829
shift_size,4870,18,106,0,0.0268813,0.00374326,0.00330802,0.00539093,0,0,0,0,0.0226042,0,0.0127829
shift_size,4870,18,107,0,0.0268867,0.00373815,0.00332124,0.00539055,0,0,0,0,0.0226042,0,0.0127829
shift_size,4871,18,92,0,0.0268713,0.00373834,0.00331616,0.00539079,0.00170491,0,0,0,0.0418815,0,0.0127829
shift_size,4871,18,93,0,0.026895,0.00374317,0.00333329,0.00539062,0.0017286,0,0,0,0.0418815,0,0.0127829
shift_size,4871,18,94,0,0.038878,0.00492465,0.00399198,0.0053949,0,0,0,0.0734597,0.0418815,0,0.0127829
shift_size,4871,18,95,0,0.11111,0.0176975,0.0283971,0.00539288,0,0,0,0.0517943,0.0418815,0,0.0127829
shift_size,4871,18,96,0,0.0702592,0.00947112,0.00612417,0.0126443,0.00182133,0,0,0,0.0418815,0,0.0127829
shift_size,4871,18,97,0,0.157535,0.0278008,0.0360446,0.0053986,0.0101149,0,0.0120688,0.221178,0.0418815,0,0.0127829
shift_size,4871,18,98,0,0.0268908,0.0037685,0.00333286,0.00539141,0.000224708,0,0,0,0.0418815,0,0.0127829
shift_size,4871,18,99,0,0.0268615,0.00374425,0.00331949,0.00539188,0.00193348,0,0,0,0.0418815,0,0.0127829
shift_size,4871,18,100,0,0.0957964,0.0137004,0.0109565,0.00539411,0,0,0,0.0309888,0.0418815,0,0.0127829
shift_size,4871,18,101,0,0.0274702,0.00377228,0.00334112,0.00539382,0.00213618,0,0,0.0208617,0.0418815,0,0.0127829
shift_size,4871,18,102,0,0.158085,0.0285897,0.0431354,0.00539799,0.00338014,0,0.00879372,0.142094,0.0418815,0,0.0127829
shift_size,4871,18,103,0,0.142336,0.0238241,0.0316032,0.00539625,0.0116581,0,0.00279101,0.0749493,0.0418815,0,0.0127829
shift_size,4871,18,104,0,0.0288742,0.00400929,0.00330832,0.00539171,0.00204372,0,0,0.106164,0.0418815,0,0.0127829
shift_size,4871,18,105,0,0.13348,0.0202032,0.015091,0.00539933,0.00498689,0,0.0125036,0.221178,0.0418815,0,0.0127829
shift_size,4871,18,106,0,0.0721216,0.00969189,0.0059138,0.012953,0,0,0,0.000287136,0.0418815,0,0.0127829
shift_size,4871,18,107,0,0.064306,0.00852949,0.00556427,0.0129114,0,0,0,0.000286396,0.0418815,0,0.0127829
shift_size,4872,18,92,0,0.0268833,0.00371961,0.00331985,0.00539079,0,0,0,0,0.00326249,0,0.0127829
shift_size,4872,18,93,0,0.0269058,0.00372303,0.00332536,0.00539062,0,0,0,0,0.00326249,0,0.0127829
shift_size,4872,18,94,0,0.0373737,0.00472337,0.0037891,0.0053949,0,0,0,0,0.00326249,0,0.0127829
shift_size,4872,18,95,0,0.0523506,0.0059598,0.00597564,0.00539288,0.00938424,0,0,0,0.00326249,0,0.0127829
shift_size,4872,18,96,0,0.0268815,0.00372235,0.00330953,0.00539188,0,0,0,0,0.00326249,0,0.0127829
shift_size,4872,18,97,0,0.0858116,0.0107017,0.0105617,0.0053986,0.0254638,0,0,0,0.00326249,0,0.0127829
shift_size,4872,18,98,0,0.0268746,0.00372083,0.0033157,0.00539141,0,0,0,0,0.00326249,0,0.0127829
shift_size,4872,18,99,0,0.0268619,0.00371989,0.00331236,0.00539188,0,0,0,0,0.00326249,0,0.0127829
shift_size,4872,18,100,0,0.0593952,0.00670345,0.00635122,0.00539411,0.008789,0,0,0,0.00326249,0,0.0127829
shift_size,4872,18,101,0,0.0273353,0.00375755,0.00333556,0.00539382,0,0,0,0,0.00326249,0,0.0127829
shift_size,4872,18,102,0,0.0771453,0.00947827,0.0102468,0.00539799,0.00950093,0,0,0,0.00326249,0,0.0127829
shift_size,4872,18,103,0,0.0682391,0.00787309,0.00718764,0.00539625,0.0111355,0,0,0,0.00326249,0,0.0127829
shift_size,4872,18,104,0,0.0270349,0.00372583,0.00329471,0.00539171,0,0,0,0,0.00326249,0,0.0127829
shift_size,4872,18,105,0,0.0862933,0.0108515,0.0109998,0.00539933,0.0257125,0,0,0,0.00326249,0,0.0127829
shift_size,4872,18,106,0,0.0268639,0.0037165,0.00331491,0.00539093,0,0,0,0,0.00326249,0,0.0127829
shift_size,4872,18,107,0,0.0268914,0.00372008,0.00332367,0.00539055,0,0,0,0,0.00326249,0,0.0127829
shift_size,4873,18,92,0,0.0268832,0.00371964,0.00331983,0.00539079,0,0,0,0,0.00326249,0,0.0127829
shift_size,4873,18,93,0,0.0269056,0.00372305,0.00332536,0.00539062,0,0,0,0,0.00326249,0,0.0127829
shift_size,4873,18,94,0,0.0373822,0.00472457,0.00378912,0.0053949,0,0,0,0,0.00326249,0,0.0127829
shift_size,4873,18,95,0,0.0523625,0.00596195,0.00597434,0.00539288,0.0171059,0,0,0,0.00326249,0,0.0127829
shift_size,4873,18,96,0,0.0268813,0.00372237,0.00330952,0.00539188,0,0,0,0,0.00326249,0,0.0127829
shift_size,4873,18,97,0.00489732,0.0860924,0.0107352,0.0105597,0.0053986,0.0220852,0,0,0,0.00326249,0,0.0127829
shift_size,4873,18,98,0,0.0268744,0.00372087,0.0033157,0.00539141,0,0,0,0,0.00326249,0,0.0127829
shift_size,4873,18,99,0,0.0268617,0.00371991,0.00331235,0.00539188,0.000549388,0,0,0,0.00326249,0,0.0127829
shift_size,4873,18,100,0.00516325,0.0594086,0.00670507,0.00635095,0.00539411,0.00976101,0,0,0,0.00326249,0,0.0127829
shift_size,4873,18,101,0,0.0273362,0.0037579,0.00333556,0.00539382,3.10678e-05,0,0,0,0.00326249,0,0.0127829
shift_size,4873,18,102,0,0.0772299,0.00948809,0.0102449,0.00539799,0.00654767,0,0,0,0.00326249,0,0.0127829
shift_size,4873,18,103,0,0.0682884,0.00787839,0.00718707,0.00539625,0.0110787,0,0,0,0.00326249,0,0.0127829
shift_size,4873,18,104,0,0.0270357,0.00372598,0.0032947,0.00539171,0.000332258,0,0,0,0.00326249,0,0.0127829
shift_size,4873,18,105,0,0.0864521,0.0108699,0.0109947,0.00539933,0.0222026,0,0,0,0.00326249,0,0.0127829
shift_size,4873,18,106,0,0.0268638,0.00371652,0.00331492,0.00539093,0.000299414,0,0,0,0.00326249,0,0.0127829
shift_size,4873,18,107,0,0.0268911,0.00372009,0.00332366,0.00539055,0.0062414,0,0,0,0.00326249,0,0.0127829
shift_size,4874,18,92,0,0.0268833,0.00371961,0.00331985,0.00539079,0.000274092,0,0,0,0,0,0.0127829
shift_size,4874,18,93,0,0.0269058,0.00372303,0.00332536,0.00539062,0,0,0,0,0,0,0.0127829
shift_size,4874,18,94,0,0.0373737,0.00472337,0.0037891,0.0053949,0.00031159,0,0,0,0,0,0.0127829
shift_size,4874,18,95,0,0.0523489,0.00595969,0.00597527,0.00539288,0.00664252,0,0,0,0,0,0.0127829
shift_size,4874,18,96,0,0.0268815,0.00372235,0.00330953,0.00539188,0,0,0,0,0,0,0.0127829
shift_size,4874,18,97,0,0.0857929,0.0106995,0.0105607,0.0053986,0.00370544,0,0,0,0,0,0.0127829
shift_size,4874,18,98,0,0.0268746,0.00372083,0.00331571,0.00539141,0,0,0,0,0,0,0.0127829
shift_size,4874,18,99,0,0.0268619,0.00371989,0.00331236,0.00539188,0.000199941,0,0,0,0,0,0.0127829
shift_size,4874,18,100,0,0.0593955,0.0067035,0.00635115,0.00539411,0.00294256,0,0,0,0,0,0.0127829
shift_size,4874,18,101,0,0.0273353,0.00375754,0.00333556,0.00539382,0,0,0,0,0,0,0.0127829
shift_size,4874,18,102,0,0.0771382,0.00947746,0.0102458,0.00539799,0,0,0,0,0,0,0.0127829
shift_size,4874,18,103,0,0.0682374,0.00787299,0.00718774,0.00539625,0.00509997,0,0,0,0,0,0.0127829
shift_size,4874,18,104,0,0.0270349,0.00372583,0.00329471,0.00539171,0,0,0,0,0,0,0.0127829
shift_size,4874,18,105,0,0.0862933,0.0108515,0.0109998,0.00539933,0.00395412,0,0,0,0,0,0.0127829
shift_size,4874,18,106,0,0.0268639,0.00371649,0.00331492,0.00539093,0,0,0,0,0,0,0.0127829
shift_size,4874,18,107,0,0.0268914,0.00372009,0.00332368,0.00539055,0,0,0,0,0,0,0.0127829
shift_size,4876,18,92,0,0.0268833,0.00371961,0.00331985,0.00539079,0,0,0,0,0,0,0.0127829
shift_size,4876,18,93,0,0.0269058,0.00372303,0.00332536,0.00539062,0,0,0,0,0,0,0.0127829
shift_size,4876,18,94,0,0.0373737,0.00472337,0.0037891,0.0053949,0,0,0,0,0,0,0.0127829
shift_size,4876,18,95,0,0.0523504,0.00595978,0.00597551,0.00539288,0.0153869,0,0,0,0,0,0.0127829
shift_size,4876,18,96,0,0.0268815,0.00372235,0.00330953,0.00539188,0,0,0,0,0,0,0.0127829
shift_size,4876,18,97,0.0399588,0.0857975,0.0107001,0.0105612,0.0053986,0.0242365,0,0,0,0,0,0.0127829
shift_size,4876,18,98,0,0.0268747,0.00372083,0.0033157,0.00539141,0,0,0,0,0,0,0.0127829
shift_size,4876,18,99,0,0.0268619,0.00371989,0.00331236,0.00539188,0,0,0,0,0,0,0.0127829
shift_size,4876,18,100,0,0.0593952,0.00670345,0.00635122,0.00539411,0.0124931,0,0,0,0,0,0.0127829
shift_size,4876,18,101,0,0.0273353,0.00375754,0.00333556,0.00539382,0,0,0,0,0,0,0.0127829
shift_size,4876,18,102,0,0.0771407,0.0094778,0.0102463,0.00539799,0.00070289,0,0,0,0,0,0.0127829
shift_size,4876,18,103,0,0.0682391,0.00787309,0.00718764,0.00539625,0.013676,0,0,0,0,0,0.0127829
shift_size,4876,18,104,0,0.0270349,0.00372583,0.00329471,0.00539171,0,0,0,0,0,0,0.0127829
shift_size,4876,18,105,0,0.0862933,0.0108515,0.0109998,0.00539933,0.0282512,0,0,0,0,0,0.0127829
shift_size,4876,18,106,0,0.0268639,0.0037165,0.00331491,0.00539093,0,0,0,0,0,0,0.0127829
shift_size,4876,18,107,0,0.0268914,0.00372008,0.00332367,0.00539055,0,0,0,0,0,0,0.0127829
shift_size,4878,18,92,0,0.0268833,0.00371961,0.00331985,0.00539079,0,0,0,0,0,0,0.0127829
shift_size,4878,18,93,0,0.0269058,0.00372303,0.00332536,0.00539062,0,0,0,0,0,0,0.0127829
shift_size,4878,18,94,0,0.0373737,0.00472337,0.0037891,0.0053949,0,0,0,0,0,0,0.0127829
shift_size,4878,18,95,0,0.052349,0.00595969,0.00597528,0.00539288,0,0,0,0,0,0,0.0127829
shift_size,4878,18,96,0,0.0268815,0.00372235,0.00330953,0.00539188,0,0,0,0,0,0,0.0127829
shift_size,4878,18,97,0,0.0857945,0.0106997,0.0105607,0.0053986,0,0,0,0,0,0,0.0127829
shift_size,4878,18,98,0,0.0268746,0.00372083,0.00331571,0.00539141,0,0,0,0,0,0,0.0127829
shift_size,4878,18,99,0,0.0268619,0.0037199,0.00331236,0.00539188,0,0,0,0,0,0,0.0127829
shift_size,4878,18,100,0,0.0593953,0.00670348,0.00635119,0.00539411,0,0,0,0,0,0,0.0127829
shift_size,4878,18,101,0,0.0273353,0.00375754,0.00333556,0.00539382,0,0,0,0,0,0,0.0127829
shift_size,4878,18,102,0,0.0771387,0.00947752,0.0102458,0.00539799,0,0,0,0,0,0,0.0127829
shift_size,4878,18,103,0,0.0682375,0.00787298,0.00718785,0.00539625,0,0,0,0,0,0,0.0127829
shift_size,4878,18,104,0,0.0270349,0.00372583,0.00329471,0.00539171,0,0,0,0,0,0,0.0127829
shift_size,4878,18,105,0,0.0862933,0.0108515,0.0109998,0.00539933,0,0,0,0,0,0,0.0127829
shift_size,4878,18,106,0,0.0268639,0.00371649,0.00331492,0.00539093,0,0,0,0,0,0,0.0127829
shift_size,4878,18,107,0,0.0268914,0.00372009,0.00332367,0.00539055,0,0,0,0,0,0,0.0127829
shift_size,4879,18,92,0,0.0268829,0.00371953,0.00331985,0.00539079,0,0,0,0,0.0106513,0,0.0127829
shift_size,4879,18,93,0,0.026905,0.00372293,0.00332535,0.00539062,0,0,0,0,0.0106513,0,0.0127829
shift_size,4879,18,94,0,0.0373734,0.00472329,0.00378904,0.0053949,0,0,0,0,0.0106513,0,0.0127829
shift_size,4879,18,95,0,0.052349,0.00595967,0.00597545,0.00539288,0.00526966,0,0,0,0.0106513,0,0.0127829
shift_size,4879,18,96,0,0.0268806,0.00372219,0.00330954,0.00539188,0,0,0,0,0.0106513,0,0.0127829
shift_size,4879,18,97,0,0.0858116,0.0107017,0.0105617,0.0053986,0,0,0,0,0.0106513,0,0.0127829
shift_size,4879,18,98,0,0.0268738,0.00372088,0.0033157,0.00539141,0,0,0,0,0.0106513,0,0.0127829
shift_size,4879,18,99,0,0.0268612,0.00371983,0.00331236,0.00539188,0,0,0,0,0.0106513,0,0.0127829
shift_size,4879,18,100,0,0.059485,0.00671486,0.00635069,0.00539411,0,0,0,0,0.0106513,0,0.0127829
shift_size,4879,18,101,0,0.0273353,0.00375754,0.00333556,0.00539382,0,0,0,0,0.0106513,0,0.0127829
shift_size,4879,18,102,0,0.0771453,0.00947827,0.0102468,0.00539799,0,0,0,0,0.0106513,0,0.0127829
shift_size,4879,18,103,0,0.0682342,0.00787258,0.00718727,0.00539625,0,0,0,0,0.0106513,0,0.0127829
shift_size,4879,18,104,0,0.02704,0.003727,0.00329472,0.00539171,0,0,0,0,0.0106513,0,0.0127829
shift_size,4879,18,105,0,0.0862807,0.0108501,0.0109997,0.00539933,0,0,0,0,0.0106513,0,0.0127829
shift_size,4879,18,106,0,0.0268639,0.0037165,0.00331491,0.00539093,0,0,0,0,0.0106513,0,0.0127829
shift_size,4879,18,107,0,0.0268914,0.00372009,0.00332367,0.00539055,0.00514071,0,0,0,0.0106513,0,0.0127829
shift_size,4881,18,92,0,0.0268754,0.00374108,0.00331712,0.00539079,0,0,0,0.00126949,0.0572361,0,0.0127829
shift_size,4881,18,93,0,0.118759,0.0189716,0.011965,0.0132215,0,0,0,0.0125755,0.0572361,0,0.0127829
shift_size,4881,18,94,0,0.115267,0.0219142,0.0137552,0.0053949,0.0145502,0,0,0.00127318,0.0572361,0,0.0127829
shift_size,4881,18,95,0.250501,0.232503,0.0783462,0.110278,0.00539288,0.097807,0,0,0.00128636,0.0572361,0,0.0127829
shift_size,4881,18,96,0,0.0269754,0.00380266,0.00333376,0.00539188,0.00595014,0,0,0,0.0572361,0,0.0127829
shift_size,4881,18,97,0.564008,0.397118,0.228464,0.251486,0.0135455,0.31278,0,0.0547885,0.012868,0.0572361,0,0.0127829
shift_size,4881,18,98,0,0.0268876,0.00376136,0.00332306,0.00539141,0.00171764,0,0,0.00126628,0.0572361,0,0.0127829
shift_size,4881,18,99,0,0.0269058,0.00377314,0.00332715,0.00539188,0.00328579,0,0,0,0.0572361,0,0.0127829
shift_size,4881,18,100,0.343537,0.125498,0.020367,0.0184017,0.00539411,0.0813236,0,0,0.00128326,0.0572361,0,0.0127829
shift_size,4881,18,101,0,0.168502,0.0358443,0.0330252,0.0133626,0,0,0.0254517,0.0127113,0.0572361,0,0.0127829
shift_size,4881,18,102,0.328192,0.36243,0.196131,0.267479,0.00539799,0.156747,0,0.0079126,0.00128437,0.0572361,0,0.0127829
shift_size,4881,18,103,0.322733,0.19848,0.0550827,0.0633371,0.00539625,0.106145,0,0.00190989,0.00128212,0.0572361,0,0.0127829
shift_size,4881,18,104,0,0.0282386,0.00393049,0.00329465,0.00539171,0.00166011,0,0,0.00128106,0.0572361,0,0.0127829
shift_size,4881,18,105,0.346169,0.395873,0.227613,0.24952,0.013539,0.3145,0,0.0552233,0.0128605,0.0572361,0,0.0127829
shift_size,4881,18,106,0,0.0268918,0.00374837,0.00330905,0.00539093,0.000495246,0,0,0.00126855,0.0572361,0,0.0127829
shift_size,4881,18,107,0,0.0269462,0.00377631,0.00333147,0.00539055,0,0,0,0.0012715,0.0572361,0,0.0127829
shift_size,4883,18,92,0,0.0268744,0.00374018,0.00331736,0.00539079,0,0,0,0,0.0572361,0,0.0127829
shift_size,4883,18,93,0,0.103306,0.0155584,0.00927674,0.0129653,0,0,0,0,0.0572361,0,0.0127829
shift_size,4883,18,94,0,0.11461,0.0216824,0.013266,0.0053949,0.00525587,0,0,0,0.0572361,0,0.0127829
shift_size,4883,18,95,0,0.231561,0.0780145,0.109755,0.00539288,0.0251095,0,0,0.00127408,0.0572361,0,0.0127829
shift_size,4883,18,96,0,0.0269658,0.00379788,0.00333272,0.00539188,0.00412048,0,0,0,0.0572361,0,0.0127829
shift_size,4883,18,97,0.123364,0.386124,0.219137,0.241533,0.0134548,0.159565,0,0.00245817,0,0.0572361,0,0.0127829
shift_size,4883,18,98,0,0.0268854,0.00375983,0.00332289,0.00539141,0,0,0,0,0.0572361,0,0.0127829
shift_size,4883,18,99,0,0.0269012,0.00377057,0.00332616,0.00539188,0.00157373,0,0,0,0.0572361,0,0.0127829
shift_size,4883,18,100,0.0411664,0.125178,0.0202892,0.0183889,0.00539411,0.0454086,0,0,0.00127166,0.0572361,0,0.0127829
shift_size,4883,18,101,0,0.159114,0.0326737,0.0295477,0.0132043,0,0,0,0,0.0572361,0,0.0127829
shift_size,4883,18,102,0.0924859,0.361896,0.196342,0.26889,0.00539799,0.0872487,0,0,0,0.0572361,0,0.0127829
shift_size,4883,18,103,0.0800523,0.197977,0.0550419,0.0638513,0.00539625,0.0601249,0,0,0.00127033,0.0572361,0,0.0127829
shift_size,4883,18,104,0,0.0280842,0.00390897,0.00329422,0.00539171,0,0,0,0,0.0572361,0,0.0127829
shift_size,4883,18,105,0.203166,0.383552,0.217452,0.239853,0.0134477,0.157257,0,0.00289296,0,0.0572361,0,0.0127829
shift_size,4883,18,106,0,0.0268871,0.00374675,0.00330934,0.00539093,0,0,0,0,0.0572361,0,0.0127829
shift_size,4883,18,107,0,0.0269393,0.00377336,0.00333181,0.00539055,0,0,0,0,0.0572361,0,0.0127829
shift_size,4884,18,92,0,0.0268828,0.00371959,0.00331992,0.00539079,0,0,0,0,0.0119556,0,0.0127829
shift_size,4884,18,93,0,0.0269048,0.00372296,0.0033254,0.00539062,6.44421e-05,0,0,0,0.0119556,0,0.0127829
shift_size,4884,18,94,0,0.0373878,0.00472521,0.00378931,0.0053949,0,0,0,0,0.0119556,0,0.0127829
shift_size,4884,18,95,0,0.0523691,0.0059623,0.00597651,0.00539288,0.000773662,0,0,0,0.0119556,0,0.0127829
shift_size,4884,18,96,0,0.0268802,0.00372221,0.00330947,0.00539188,0.00122366,0,0,0,0.0119556,0,0.0127829
shift_size,4884,18,97,0,0.0859431,0.0107167,0.01055,0.0053986,0.00147716,0,0,0,0.0119556,0,0.0127829
shift_size,4884,18,98,0,0.0268737,0.00372094,0.00331572,0.00539141,0,0,0,0,0.0119556,0,0.0127829
shift_size,4884,18,99,0,0.026861,0.00371985,0.00331235,0.00539188,0.000165872,0,0,0,0.0119556,0,0.0127829
shift_size,4884,18,100,0.0261572,0.0595133,0.00671822,0.00635,0.00539411,0,0,0,0,0.0119556,0,0.0127829
shift_size,4884,18,101,0,0.0273355,0.00375765,0.00333554,0.00539382,0,0,0,0,0.0119556,0,0.0127829
shift_size,4884,18,102,0,0.0771622,0.00947995,0.0102353,0.00539799,0.00694269,0,0,0,0.0119556,0,0.0127829
shift_size,4884,18,103,0.0318376,0.0683111,0.00788096,0.00718414,0.00539625,0,0,0,0,0.0119556,0,0.0127829
shift_size,4884,18,104,0,0.0270415,0.00372731,0.00329467,0.00539171,0,0,0,0,0.0119556,0,0.0127829
shift_size,4884,18,105,0.0109615,0.0863046,0.0108529,0.0109952,0.00539933,0.00279257,0,0,0,0.0119556,0,0.0127829
shift_size,4884,18,106,0,0.0268638,0.00371653,0.00331492,0.00539093,0.000105726,0,0,0,0.0119556,0,0.0127829
shift_size,4884,18,107,0,0.0268913,0.00372013,0.00332372,0.00539055,0,0,0,0,0.0119556,0,0.0127829
shift_size,4885,18,92,0,0.0268833,0.00371961,0.00331985,0.00539079,0,0,0,0,0,0,0.0127829
shift_size,4885,18,93,0,0.0269058,0.00372303,0.00332536,0.00539062,0.00166547,0,0,0,0,0,0.0127829
shift_size,4885,18,94,0,0.0373737,0.00472337,0.0037891,0.0053949,0,0,0,0,0,0,0.0127829
shift_size,4885,18,95,0,0.0523506,0.0059598,0.00597564,0.00539288,0.00524411,0,0,0,0,0,0.0127829
shift_size,4885,18,96,0,0.0268815,0.00372235,0.00330953,0.00539188,0,0,0,0,0,0,0.0127829
shift_size,4885,18,97,0,0.0858116,0.0107017,0.0105617,0.0053986,0.0151899,0,0,0,0,0,0.0127829
shift_size,4885,18,98,0,0.0268746,0.00372083,0.0033157,0.00539141,0.0012641,0,0,0,0,0,0.0127829
shift_size,4885,18,99,0,0.0268619,0.00371989,0.00331236,0.00539188,0.000316422,0,0,0,0,0,0.0127829
shift_size,4885,18,100,0,0.0593952,0.00670345,0.00635122,0.00539411,0.00270009,0,0,0,0,0,0.0127829
shift_size,4885,18,101,0,0.0273353,0.00375755,0.00333556,0.00539382,0,0,0,0,0,0,0.0127829
shift_size,4885,18,102,0,0.0771453,0.00947827,0.0102468,0.00539799,0.0118224,0,0,0,0,0,0.0127829
shift_size,4885,18,103,0,0.0682391,0.00787309,0.00718764,0.00539625,0.00613776,0,0,0,0,0,0.0127829
shift_size,4885,18,104,0,0.0270349,0.00372583,0.00329471,0.00539171,0.000423272,0,0,0,0,0,0.0127829
shift_size,4885,18,105,0,0.0862933,0.0108515,0.0109998,0.00539933,0.0199063,0,0,0,0,0,0.0127829
shift_size,4885,18,106,0,0.0268639,0.0037165,0.00331491,0.00539093,0,0,0,0,0,0,0.0127829
shift_size,4885,18,107,0,0.0268914,0.00372008,0.00332367,0.00539055,0,0,0,0,0,0,0.0127829
shift_size,4886,18,92,0,0.0268718,0.00373918,0.00331606,0.00539079,0.00114681,0,0,0,0.0418815,0,0.0127829
shift_size,4886,18,93,0,0.0268911,0.00374308,0.00333152,0.00539062,0.00126624,0,0,0,0.0418815,0,0.0127829
shift_size,4886,18,94,0,0.0389816,0.00493745,0.00400112,0.0053949,0.00960442,0,0.00789293,0.0208856,0.0418815,0,0.0127829
shift_size,4886,18,95,0.280608,0.111892,0.0179337,0.0290536,0.00539288,0.176663,0,0.0056409,0.0370807,0.0418815,0,0.0127829
shift_size,4886,18,96,0,0.0822293,0.0112985,0.00746298,0.0131158,0.0359929,0,0.0283272,0,0.0418815,0,0.0127829
shift_size,4886,18,97,0.375639,0.160328,0.0291507,0.0398723,0.0053986,0.248086,0,0.0249074,0.221645,0.0418815,0,0.0127829
shift_size,4886,18,98,0,0.0268909,0.00376957,0.00333208,0.00539141,0,0,0,0,0.0418815,0,0.0127829
shift_size,4886,18,99,0,0.0268635,0.00374528,0.00331979,0.00539188,0.000623053,0,0,0,0.0418815,0,0.0127829
shift_size,4886,18,100,0.339103,0.0965163,0.0138704,0.0110872,0.00539411,0.142221,0,0.0080154,0.0074779,0.0418815,0,0.0127829
shift_size,4886,18,101,0,0.027486,0.00377392,0.00334191,0.00539382,0.000964084,0,0,0,0.0418815,0,0.0127829
